Image,Predicted,Actual
"Cross_966_(2, 2).jpg",0,1
"Cross_967_(0, 0).jpg",0,0
"Cross_967_(0, 1).jpg",0,0
"Cross_967_(0, 2).jpg",0,0
"Cross_967_(1, 0).jpg",1,1
"Cross_967_(1, 1).jpg",1,1
"Cross_967_(1, 2).jpg",1,1
"Cross_967_(2, 0).jpg",0,0
"Cross_967_(2, 1).jpg",0,0
"Cross_967_(2, 2).jpg",0,0
"Cross_968_(0, 0).jpg",0,0
"Cross_968_(0, 1).jpg",0,0
"Cross_968_(0, 2).jpg",0,0
"Cross_968_(1, 0).jpg",0,0
"Cross_968_(1, 1).jpg",0,1
"Cross_968_(1, 2).jpg",0,1
"Cross_968_(2, 0).jpg",1,1
"Cross_968_(2, 1).jpg",0,0
"Cross_968_(2, 2).jpg",0,0
"Cross_969_(0, 0).jpg",0,0
"Cross_969_(0, 1).jpg",0,0
"Cross_969_(0, 2).jpg",0,0
"Cross_969_(1, 0).jpg",1,0
"Cross_969_(1, 1).jpg",1,1
"Cross_969_(1, 2).jpg",1,1
"Cross_969_(2, 0).jpg",0,1
"Cross_969_(2, 1).jpg",1,1
"Cross_969_(2, 2).jpg",1,1
"Cross_970_(0, 0).jpg",0,1
"Cross_970_(0, 1).jpg",0,1
"Cross_970_(0, 2).jpg",0,1
"Cross_970_(1, 0).jpg",0,0
"Cross_970_(1, 1).jpg",0,0
"Cross_970_(1, 2).jpg",0,0
"Cross_970_(2, 0).jpg",0,0
"Cross_970_(2, 1).jpg",0,0
"Cross_970_(2, 2).jpg",0,0
"Cross_971_(0, 0).jpg",0,1
"Cross_971_(0, 1).jpg",0,1
"Cross_971_(0, 2).jpg",0,0
"Cross_971_(1, 0).jpg",0,0
"Cross_971_(1, 1).jpg",0,0
"Cross_971_(1, 2).jpg",0,1
"Cross_971_(2, 0).jpg",1,1
"Cross_971_(2, 1).jpg",1,1
"Cross_971_(2, 2).jpg",0,0
"Cross_972_(0, 0).jpg",0,0
"Cross_972_(0, 1).jpg",0,0
"Cross_972_(0, 2).jpg",0,0
"Cross_972_(1, 0).jpg",0,0
"Cross_972_(1, 1).jpg",0,1
"Cross_972_(1, 2).jpg",1,1
"Cross_972_(2, 0).jpg",0,1
"Cross_972_(2, 1).jpg",0,0
"Cross_972_(2, 2).jpg",0,0
"Cross_973_(0, 0).jpg",0,0
"Cross_973_(0, 1).jpg",0,0
"Cross_973_(0, 2).jpg",0,0
"Cross_973_(1, 0).jpg",1,1
"Cross_973_(1, 1).jpg",1,1
"Cross_973_(1, 2).jpg",0,0
"Cross_973_(2, 0).jpg",0,0
"Cross_973_(2, 1).jpg",0,0
"Cross_973_(2, 2).jpg",0,0
"Cross_974_(0, 0).jpg",0,0
"Cross_974_(0, 1).jpg",0,0
"Cross_974_(0, 2).jpg",0,0
"Cross_974_(1, 0).jpg",0,0
"Cross_974_(1, 1).jpg",1,1
"Cross_974_(1, 2).jpg",1,1
"Cross_974_(2, 0).jpg",1,1
"Cross_974_(2, 1).jpg",0,0
"Cross_974_(2, 2).jpg",0,0
"Cross_975_(0, 0).jpg",0,0
"Cross_975_(0, 1).jpg",0,0
"Cross_975_(0, 2).jpg",0,0
"Cross_975_(1, 0).jpg",0,1
"Cross_975_(1, 1).jpg",0,1
"Cross_975_(1, 2).jpg",0,1
"Cross_975_(2, 0).jpg",0,0
"Cross_975_(2, 1).jpg",0,0
"Cross_975_(2, 2).jpg",0,0
"Cross_976_(0, 0).jpg",0,0
"Cross_976_(0, 1).jpg",0,0
"Cross_976_(0, 2).jpg",0,0
"Cross_976_(1, 0).jpg",0,0
"Cross_976_(1, 1).jpg",0,0
"Cross_976_(1, 2).jpg",0,0
"Cross_976_(2, 0).jpg",1,1
"Cross_976_(2, 1).jpg",0,1
"Cross_976_(2, 2).jpg",0,0
"Cross_977_(0, 0).jpg",0,0
"Cross_977_(0, 1).jpg",0,0
"Cross_977_(0, 2).jpg",0,0
"Cross_977_(1, 0).jpg",1,0
"Cross_977_(1, 1).jpg",0,0
"Cross_977_(1, 2).jpg",1,0
"Cross_977_(2, 0).jpg",0,0
"Cross_977_(2, 1).jpg",0,0
"Cross_977_(2, 2).jpg",0,0
"Cross_978_(0, 0).jpg",0,0
"Cross_978_(0, 1).jpg",0,0
"Cross_978_(0, 2).jpg",0,0
"Cross_978_(1, 0).jpg",1,1
"Cross_978_(1, 1).jpg",0,1
"Cross_978_(1, 2).jpg",1,1
"Cross_978_(2, 0).jpg",0,0
"Cross_978_(2, 1).jpg",0,0
"Cross_978_(2, 2).jpg",0,0
"Cross_979_(0, 0).jpg",0,0
"Cross_979_(0, 1).jpg",0,1
"Cross_979_(0, 2).jpg",0,0
"Cross_979_(1, 0).jpg",1,1
"Cross_979_(1, 1).jpg",0,1
"Cross_979_(1, 2).jpg",0,0
"Cross_979_(2, 0).jpg",1,1
"Cross_979_(2, 1).jpg",0,0
"Cross_979_(2, 2).jpg",0,0
"Cross_980_(0, 0).jpg",0,0
"Cross_980_(0, 1).jpg",0,0
"Cross_980_(0, 2).jpg",0,0
"Cross_980_(1, 0).jpg",0,0
"Cross_980_(1, 1).jpg",0,0
"Cross_980_(1, 2).jpg",0,0
"Cross_980_(2, 0).jpg",0,1
"Cross_980_(2, 1).jpg",0,1
"Cross_980_(2, 2).jpg",0,1
"Cross_981_(0, 0).jpg",0,0
"Cross_981_(0, 1).jpg",1,1
"Cross_981_(0, 2).jpg",1,1
"Cross_981_(1, 0).jpg",0,1
"Cross_981_(1, 1).jpg",0,1
"Cross_981_(1, 2).jpg",1,1
"Cross_981_(2, 0).jpg",0,0
"Cross_981_(2, 1).jpg",0,0
"Cross_981_(2, 2).jpg",0,0
"Cross_982_(0, 0).jpg",0,0
"Cross_982_(0, 1).jpg",1,1
"Cross_982_(0, 2).jpg",1,1
"Cross_982_(1, 0).jpg",0,1
"Cross_982_(1, 1).jpg",0,1
"Cross_982_(1, 2).jpg",1,1
"Cross_982_(2, 0).jpg",0,0
"Cross_982_(2, 1).jpg",0,0
"Cross_982_(2, 2).jpg",0,0
"Cross_983_(0, 0).jpg",0,0
"Cross_983_(0, 1).jpg",0,0
"Cross_983_(0, 2).jpg",0,0
"Cross_983_(1, 0).jpg",1,1
"Cross_983_(1, 1).jpg",1,1
"Cross_983_(1, 2).jpg",1,1
"Cross_983_(2, 0).jpg",0,0
"Cross_983_(2, 1).jpg",0,0
"Cross_983_(2, 2).jpg",0,0
"Cross_984_(0, 0).jpg",0,0
"Cross_984_(0, 1).jpg",0,0
"Cross_984_(0, 2).jpg",0,0
"Cross_984_(1, 0).jpg",0,0
"Cross_984_(1, 1).jpg",0,0
"Cross_984_(1, 2).jpg",0,0
"Cross_984_(2, 0).jpg",1,1
"Cross_984_(2, 1).jpg",1,1
"Cross_984_(2, 2).jpg",1,1
"Cross_985_(0, 0).jpg",0,0
"Cross_985_(0, 1).jpg",0,0
"Cross_985_(0, 2).jpg",0,0
"Cross_985_(1, 0).jpg",0,0
"Cross_985_(1, 1).jpg",1,1
"Cross_985_(1, 2).jpg",1,1
"Cross_985_(2, 0).jpg",0,1
"Cross_985_(2, 1).jpg",0,1
"Cross_985_(2, 2).jpg",0,0
"Cross_986_(0, 0).jpg",0,0
"Cross_986_(0, 1).jpg",0,0
"Cross_986_(0, 2).jpg",0,0
"Cross_986_(1, 0).jpg",1,1
"Cross_986_(1, 1).jpg",1,1
"Cross_986_(1, 2).jpg",1,1
"Cross_986_(2, 0).jpg",0,0
"Cross_986_(2, 1).jpg",0,0
"Cross_986_(2, 2).jpg",0,0
"Cross_987_(0, 0).jpg",0,0
"Cross_987_(0, 1).jpg",0,0
"Cross_987_(0, 2).jpg",0,0
"Cross_987_(1, 0).jpg",0,1
"Cross_987_(1, 1).jpg",0,1
"Cross_987_(1, 2).jpg",0,1
"Cross_987_(2, 0).jpg",0,0
"Cross_987_(2, 1).jpg",0,0
"Cross_987_(2, 2).jpg",0,0
"Cross_988_(0, 0).jpg",0,1
"Cross_988_(0, 1).jpg",0,0
"Cross_988_(0, 2).jpg",0,0
"Cross_988_(1, 0).jpg",1,1
"Cross_988_(1, 1).jpg",1,1
"Cross_988_(1, 2).jpg",1,1
"Cross_988_(2, 0).jpg",0,0
"Cross_988_(2, 1).jpg",0,0
"Cross_988_(2, 2).jpg",0,0
"Cross_989_(0, 0).jpg",0,0
"Cross_989_(0, 1).jpg",0,0
"Cross_989_(0, 2).jpg",1,1
"Cross_989_(1, 0).jpg",1,1
"Cross_989_(1, 1).jpg",1,1
"Cross_989_(1, 2).jpg",1,1
"Cross_989_(2, 0).jpg",0,0
"Cross_989_(2, 1).jpg",0,0
"Cross_989_(2, 2).jpg",0,0
"Cross_990_(0, 0).jpg",0,1
"Cross_990_(0, 1).jpg",0,1
"Cross_990_(0, 2).jpg",0,1
"Cross_990_(1, 0).jpg",0,0
"Cross_990_(1, 1).jpg",0,0
"Cross_990_(1, 2).jpg",0,0
"Cross_990_(2, 0).jpg",0,0
"Cross_990_(2, 1).jpg",0,0
"Cross_990_(2, 2).jpg",0,0
"Cross_991_(0, 0).jpg",0,0
"Cross_991_(0, 1).jpg",0,0
"Cross_991_(0, 2).jpg",0,0
"Cross_991_(1, 0).jpg",1,1
"Cross_991_(1, 1).jpg",0,0
"Cross_991_(1, 2).jpg",0,0
"Cross_991_(2, 0).jpg",1,1
"Cross_991_(2, 1).jpg",0,1
"Cross_991_(2, 2).jpg",0,1
"Cross_992_(0, 0).jpg",0,0
"Cross_992_(0, 1).jpg",0,0
"Cross_992_(0, 2).jpg",0,1
"Cross_992_(1, 0).jpg",0,1
"Cross_992_(1, 1).jpg",0,1
"Cross_992_(1, 2).jpg",0,0
"Cross_992_(2, 0).jpg",0,1
"Cross_992_(2, 1).jpg",0,0
"Cross_992_(2, 2).jpg",0,0
