Image,Predicted,Actual
"Palm_95_(2, 2).jpg",0,0
"Palm_96_(0, 0).jpg",0,0
"Palm_96_(0, 1).jpg",0,0
"Palm_96_(0, 2).jpg",1,0
"Palm_96_(1, 0).jpg",1,1
"Palm_96_(1, 1).jpg",1,1
"Palm_96_(1, 2).jpg",0,0
"Palm_96_(2, 0).jpg",0,0
"Palm_96_(2, 1).jpg",0,0
"Palm_96_(2, 2).jpg",0,0
"Palm_97_(0, 0).jpg",0,0
"Palm_97_(0, 1).jpg",0,0
"Palm_97_(0, 2).jpg",0,0
"Palm_97_(1, 0).jpg",0,0
"Palm_97_(1, 1).jpg",0,0
"Palm_97_(1, 2).jpg",0,0
"Palm_97_(2, 0).jpg",1,1
"Palm_97_(2, 1).jpg",1,1
"Palm_97_(2, 2).jpg",1,1
"Palm_98_(0, 0).jpg",0,0
"Palm_98_(0, 1).jpg",1,1
"Palm_98_(0, 2).jpg",0,0
"Palm_98_(1, 0).jpg",0,0
"Palm_98_(1, 1).jpg",0,0
"Palm_98_(1, 2).jpg",0,0
"Palm_98_(2, 0).jpg",0,0
"Palm_98_(2, 1).jpg",0,0
"Palm_98_(2, 2).jpg",1,0
"Palm_99_(0, 0).jpg",0,0
"Palm_99_(0, 1).jpg",0,1
"Palm_99_(0, 2).jpg",0,0
"Palm_99_(1, 0).jpg",0,0
"Palm_99_(1, 1).jpg",0,1
"Palm_99_(1, 2).jpg",0,1
"Palm_99_(2, 0).jpg",0,0
"Palm_99_(2, 1).jpg",1,1
"Palm_99_(2, 2).jpg",0,1
"Palm_100_(0, 0).jpg",0,0
"Palm_100_(0, 1).jpg",0,0
"Palm_100_(0, 2).jpg",1,1
"Palm_100_(1, 0).jpg",1,1
"Palm_100_(1, 1).jpg",1,1
"Palm_100_(1, 2).jpg",1,1
"Palm_100_(2, 0).jpg",0,0
"Palm_100_(2, 1).jpg",0,0
"Palm_100_(2, 2).jpg",0,0
"Palm_101_(0, 0).jpg",0,0
"Palm_101_(0, 1).jpg",0,0
"Palm_101_(0, 2).jpg",0,0
"Palm_101_(1, 0).jpg",0,0
"Palm_101_(1, 1).jpg",1,1
"Palm_101_(1, 2).jpg",0,1
"Palm_101_(2, 0).jpg",0,0
"Palm_101_(2, 1).jpg",0,0
"Palm_101_(2, 2).jpg",0,0
"Palm_102_(0, 0).jpg",1,1
"Palm_102_(0, 1).jpg",1,1
"Palm_102_(0, 2).jpg",0,0
"Palm_102_(1, 0).jpg",0,1
"Palm_102_(1, 1).jpg",0,1
"Palm_102_(1, 2).jpg",0,0
"Palm_102_(2, 0).jpg",0,0
"Palm_102_(2, 1).jpg",0,0
"Palm_102_(2, 2).jpg",0,0
"Palm_103_(0, 0).jpg",1,1
"Palm_103_(0, 1).jpg",1,1
"Palm_103_(0, 2).jpg",0,0
"Palm_103_(1, 0).jpg",1,1
"Palm_103_(1, 1).jpg",1,1
"Palm_103_(1, 2).jpg",0,0
"Palm_103_(2, 0).jpg",0,0
"Palm_103_(2, 1).jpg",0,0
"Palm_103_(2, 2).jpg",0,0
"Palm_104_(0, 0).jpg",0,0
"Palm_104_(0, 1).jpg",0,0
"Palm_104_(0, 2).jpg",0,0
"Palm_104_(1, 0).jpg",0,0
"Palm_104_(1, 1).jpg",1,1
"Palm_104_(1, 2).jpg",0,0
"Palm_104_(2, 0).jpg",0,0
"Palm_104_(2, 1).jpg",0,0
"Palm_104_(2, 2).jpg",1,0
"Palm_105_(0, 0).jpg",1,1
"Palm_105_(0, 1).jpg",1,0
"Palm_105_(0, 2).jpg",0,0
"Palm_105_(1, 0).jpg",1,1
"Palm_105_(1, 1).jpg",0,0
"Palm_105_(1, 2).jpg",0,0
"Palm_105_(2, 0).jpg",0,0
"Palm_105_(2, 1).jpg",0,0
"Palm_105_(2, 2).jpg",0,0
"Palm_106_(0, 0).jpg",0,0
"Palm_106_(0, 1).jpg",0,0
"Palm_106_(0, 2).jpg",0,0
"Palm_106_(1, 0).jpg",1,1
"Palm_106_(1, 1).jpg",1,1
"Palm_106_(1, 2).jpg",1,1
"Palm_106_(2, 0).jpg",0,0
"Palm_106_(2, 1).jpg",0,0
"Palm_106_(2, 2).jpg",0,0
"Palm_107_(0, 0).jpg",0,0
"Palm_107_(0, 1).jpg",0,0
"Palm_107_(0, 2).jpg",1,1
"Palm_107_(1, 0).jpg",0,0
"Palm_107_(1, 1).jpg",0,0
"Palm_107_(1, 2).jpg",1,1
"Palm_107_(2, 0).jpg",1,0
"Palm_107_(2, 1).jpg",0,0
"Palm_107_(2, 2).jpg",0,0
"Palm_108_(0, 0).jpg",0,0
"Palm_108_(0, 1).jpg",0,0
"Palm_108_(0, 2).jpg",0,0
"Palm_108_(1, 0).jpg",1,1
"Palm_108_(1, 1).jpg",1,1
"Palm_108_(1, 2).jpg",1,1
"Palm_108_(2, 0).jpg",0,0
"Palm_108_(2, 1).jpg",0,0
"Palm_108_(2, 2).jpg",0,0
"Palm_109_(0, 0).jpg",0,0
"Palm_109_(0, 1).jpg",1,0
"Palm_109_(0, 2).jpg",1,1
"Palm_109_(1, 0).jpg",0,0
"Palm_109_(1, 1).jpg",0,0
"Palm_109_(1, 2).jpg",0,0
"Palm_109_(2, 0).jpg",0,0
"Palm_109_(2, 1).jpg",0,0
"Palm_109_(2, 2).jpg",0,0
"Palm_110_(0, 0).jpg",0,0
"Palm_110_(0, 1).jpg",0,0
"Palm_110_(0, 2).jpg",0,1
"Palm_110_(1, 0).jpg",1,1
"Palm_110_(1, 1).jpg",0,0
"Palm_110_(1, 2).jpg",0,0
"Palm_110_(2, 0).jpg",0,0
"Palm_110_(2, 1).jpg",0,0
"Palm_110_(2, 2).jpg",0,0
"Palm_111_(0, 0).jpg",1,1
"Palm_111_(0, 1).jpg",1,1
"Palm_111_(0, 2).jpg",1,1
"Palm_111_(1, 0).jpg",0,0
"Palm_111_(1, 1).jpg",0,0
"Palm_111_(1, 2).jpg",1,0
"Palm_111_(2, 0).jpg",0,0
"Palm_111_(2, 1).jpg",0,0
"Palm_111_(2, 2).jpg",0,0
"Palm_112_(0, 0).jpg",0,0
"Palm_112_(0, 1).jpg",0,0
"Palm_112_(0, 2).jpg",0,0
"Palm_112_(1, 0).jpg",0,0
"Palm_112_(1, 1).jpg",0,0
"Palm_112_(1, 2).jpg",0,0
"Palm_112_(2, 0).jpg",1,1
"Palm_112_(2, 1).jpg",0,0
"Palm_112_(2, 2).jpg",0,0
"Palm_113_(0, 0).jpg",0,0
"Palm_113_(0, 1).jpg",0,0
"Palm_113_(0, 2).jpg",0,0
"Palm_113_(1, 0).jpg",1,0
"Palm_113_(1, 1).jpg",0,0
"Palm_113_(1, 2).jpg",0,0
"Palm_113_(2, 0).jpg",0,0
"Palm_113_(2, 1).jpg",0,0
"Palm_113_(2, 2).jpg",0,0
"Palm_114_(0, 0).jpg",0,0
"Palm_114_(0, 1).jpg",0,1
"Palm_114_(0, 2).jpg",1,0
"Palm_114_(1, 0).jpg",1,0
"Palm_114_(1, 1).jpg",1,1
"Palm_114_(1, 2).jpg",0,0
"Palm_114_(2, 0).jpg",0,0
"Palm_114_(2, 1).jpg",0,0
"Palm_114_(2, 2).jpg",0,0
"Palm_115_(0, 0).jpg",0,0
"Palm_115_(0, 1).jpg",1,1
"Palm_115_(0, 2).jpg",0,0
"Palm_115_(1, 0).jpg",1,1
"Palm_115_(1, 1).jpg",1,1
"Palm_115_(1, 2).jpg",0,0
"Palm_115_(2, 0).jpg",0,0
"Palm_115_(2, 1).jpg",0,0
"Palm_115_(2, 2).jpg",0,0
"Palm_116_(0, 0).jpg",0,0
"Palm_116_(0, 1).jpg",0,0
"Palm_116_(0, 2).jpg",0,0
"Palm_116_(1, 0).jpg",0,0
"Palm_116_(1, 1).jpg",1,1
"Palm_116_(1, 2).jpg",1,1
"Palm_116_(2, 0).jpg",0,0
"Palm_116_(2, 1).jpg",0,0
"Palm_116_(2, 2).jpg",0,0
"Palm_117_(0, 0).jpg",1,1
"Palm_117_(0, 1).jpg",0,0
"Palm_117_(0, 2).jpg",0,1
"Palm_117_(1, 0).jpg",1,1
"Palm_117_(1, 1).jpg",0,0
"Palm_117_(1, 2).jpg",0,0
"Palm_117_(2, 0).jpg",0,0
"Palm_117_(2, 1).jpg",0,0
"Palm_117_(2, 2).jpg",0,0
"Palm_118_(0, 0).jpg",1,1
"Palm_118_(0, 1).jpg",0,0
"Palm_118_(0, 2).jpg",0,0
"Palm_118_(1, 0).jpg",0,1
"Palm_118_(1, 1).jpg",0,0
"Palm_118_(1, 2).jpg",0,1
"Palm_118_(2, 0).jpg",0,0
"Palm_118_(2, 1).jpg",0,0
"Palm_118_(2, 2).jpg",0,0
"Palm_119_(0, 0).jpg",0,0
"Palm_119_(0, 1).jpg",1,1
"Palm_119_(0, 2).jpg",0,0
"Palm_119_(1, 0).jpg",0,0
"Palm_119_(1, 1).jpg",1,1
"Palm_119_(1, 2).jpg",0,0
"Palm_119_(2, 0).jpg",0,0
"Palm_119_(2, 1).jpg",0,0
"Palm_119_(2, 2).jpg",0,0
"Palm_120_(0, 0).jpg",1,1
"Palm_120_(0, 1).jpg",1,1
"Palm_120_(0, 2).jpg",1,1
"Palm_120_(1, 0).jpg",0,0
"Palm_120_(1, 1).jpg",0,0
"Palm_120_(1, 2).jpg",0,0
"Palm_120_(2, 0).jpg",0,0
"Palm_120_(2, 1).jpg",0,0
"Palm_120_(2, 2).jpg",0,0
"Palm_121_(0, 0).jpg",0,1
"Palm_121_(0, 1).jpg",1,1
"Palm_121_(0, 2).jpg",0,1
"Palm_121_(1, 0).jpg",1,1
"Palm_121_(1, 1).jpg",1,1
"Palm_121_(1, 2).jpg",0,1
"Palm_121_(2, 0).jpg",0,0
"Palm_121_(2, 1).jpg",0,0
"Palm_121_(2, 2).jpg",0,0
